DevID,B,C,nthvalue,1,2,3,4
[01],[ff],[00],[90],[47],[01],[02],[68]
[03],[0c],[00],[91],[56],[ff],[03],[5c]
[01],[00],[00],[91],[47],[01],[02],[68]
[03],[0d],[00],[92],[56],[fe],[03],[5d]
[01],[ff],[00],[92],[47],[01],[01],[68]
[03],[0d],[00],[93],[55],[fe],[03],[5d]
[01],[00],[00],[93],[47],[01],[01],[68]
[03],[0c],[00],[94],[54],[fe],[03],[5e]
[01],[ff],[00],[94],[47],[01],[01],[69]
[03],[0d],[00],[95],[54],[fe],[02],[5f]
[01],[00],[00],[95],[47],[01],[01],[69]
[03],[0c],[00],[96],[55],[ff],[02],[5d]
[01],[00],[00],[96],[47],[01],[01],[69]
[03],[0c],[00],[97],[55],[ff],[02],[5d]
[01],[00],[00],[97],[46],[01],[01],[69]
[03],[0c],[00],[98],[55],[ff],[02],[5d]
[01],[ff],[00],[98],[46],[02],[01],[69]
[03],[0c],[00],[99],[55],[ff],[02],[5e]
[01],[ff],[00],[99],[46],[01],[01],[69]
[03],[0d],[00],[9a],[55],[ff],[02],[5e]
[01],[00],[00],[9a],[46],[01],[01],[69]
[03],[0c],[00],[9b],[55],[ff],[02],[5d]
[01],[00],[00],[9b],[46],[02],[01],[69]
[03],[0d],[00],[9c],[56],[ff],[02],[5d]
[01],[ff],[00],[9c],[46],[02],[01],[69]
[03],[0c],[00],[9d],[56],[ff],[02],[5c]
[01],[00],[00],[9d],[46],[02],[01],[69]
[03],[0c],[00],[9e],[57],[ff],[02],[5b]
[01],[ff],[00],[9e],[46],[02],[01],[69]
[03],[0c],[00],[9f],[57],[ff],[02],[5b]
[01],[ff],[00],[9f],[46],[02],[01],[69]
[03],[0c],[00],[a0],[58],[ff],[02],[5a]
[01],[00],[00],[a0],[46],[02],[01],[69]
[03],[0c],[00],[a1],[57],[ff],[02],[5c]
[01],[00],[00],[a1],[46],[02],[01],[69]
[03],[0d],[00],[a2],[57],[ff],[02],[5c]
[01],[00],[00],[a2],[45],[02],[01],[6a]
[03],[0c],[00],[a3],[57],[ff],[02],[5c]
[01],[00],[00],[a3],[45],[02],[01],[6a]
[03],[0d],[00],[a4],[57],[fe],[02],[5c]
[01],[00],[00],[a4],[45],[02],[01],[6a]
[03],[0c],[00],[a5],[57],[ff],[02],[5b]
[01],[ff],[00],[a5],[45],[02],[01],[6a]
[03],[0d],[00],[a6],[57],[ff],[02],[5b]
[01],[ff],[00],[a6],[45],[02],[01],[6a]
[03],[0d],[00],[a7],[57],[00],[02],[5b]
[01],[ff],[00],[a7],[45],[02],[01],[6a]
[03],[0c],[00],[a8],[57],[ff],[02],[5b]
[01],[00],[00],[a8],[45],[02],[01],[6a]
[03],[0c],[00],[a9],[57],[ff],[02],[5c]
[01],[ff],[00],[a9],[45],[02],[01],[6a]
[03],[0d],[00],[aa],[57],[ff],[02],[5c]
[01],[ff],[00],[aa],[45],[02],[01],[6a]
[03],[0d],[00],[ab],[55],[ff],[02],[5d]
[01],[ff],[00],[ab],[45],[02],[01],[6a]
[03],[0d],[00],[ac],[56],[ff],[02],[5c]
[01],[ff],[00],[ac],[45],[02],[01],[6a]
[03],[0c],[00],[ad],[57],[ff],[03],[5b]
[01],[00],[00],[ad],[45],[02],[01],[6a]
[03],[0d],[00],[ae],[57],[ff],[02],[5c]
[01],[00],[00],[ae],[45],[02],[01],[6a]
[03],[0e],[00],[af],[56],[fe],[03],[5c]
[01],[ff],[00],[af],[44],[02],[01],[6a]
[03],[0d],[00],[b0],[56],[fe],[03],[5c]
[01],[ff],[00],[b0],[44],[02],[01],[6a]
[03],[0d],[00],[b1],[56],[fe],[03],[5c]
[01],[00],[00],[b1],[44],[02],[01],[6a]
[03],[0d],[00],[b2],[57],[ff],[02],[5c]
[01],[ff],[00],[b2],[44],[02],[01],[6a]
[03],[0d],[00],[b3],[56],[ff],[02],[5d]
[01],[ff],[00],[b3],[44],[02],[01],[6a]
[03],[0c],[00],[b4],[56],[ff],[02],[5d]
[01],[00],[00],[b4],[44],[02],[01],[6b]
[03],[0d],[00],[b5],[56],[ff],[02],[5d]
[01],[ff],[00],[b5],[44],[02],[01],[6b]
[03],[0d],[00],[b6],[55],[ff],[02],[5d]
[01],[ff],[00],[b6],[44],[02],[01],[6b]
[03],[0c],[00],[b7],[56],[fe],[03],[5d]
[01],[00],[00],[b7],[44],[02],[00],[6b]
[03],[0d],[00],[b8],[55],[ff],[02],[5e]
[01],[ff],[00],[b8],[43],[02],[01],[6b]
[03],[0d],[00],[b9],[55],[ff],[02],[5d]
[01],[ff],[00],[b9],[43],[02],[01],[6b]
[03],[0d],[00],[ba],[54],[ff],[02],[5e]
[01],[00],[00],[ba],[43],[02],[01],[6b]
[03],[0d],[00],[bb],[54],[ff],[02],[5e]
[01],[00],[00],[bb],[43],[02],[01],[6b]
[03],[0c],[00],[bc],[54],[fe],[02],[5e]
[01],[ff],[00],[bc],[43],[02],[01],[6b]
[03],[0d],[00],[bd],[54],[fe],[03],[5e]
[01],[00],[00],[bd],[43],[02],[01],[6b]
[03],[0c],[00],[be],[55],[ff],[02],[5d]
[01],[ff],[00],[be],[43],[02],[01],[6b]
[03],[0c],[00],[bf],[55],[ff],[02],[5e]
[01],[ff],[00],[bf],[43],[02],[01],[6b]
[03],[0d],[00],[c0],[55],[ff],[02],[5e]
[01],[00],[00],[c0],[43],[02],[01],[6b]
[03],[0c],[00],[c1],[55],[fe],[03],[5e]
[01],[ff],[00],[c1],[43],[02],[01],[6b]
[03],[0c],[00],[c2],[54],[fe],[03],[5f]
[01],[ff],[00],[c2],[43],[02],[01],[6b]
[03],[0c],[00],[c3],[53],[ff],[03],[5f]
[01],[ff],[00],[c3],[43],[02],[01],[6b]
[01],[00],[00],[c4],[43],[02],[01],[6b]
[03],[00],[FF],[c4],[00],[00],[00],[00]
[03],[0c],[00],[c5],[52],[00],[02],[60]
[01],[00],[00],[c5],[43],[02],[01],[6b]
[03],[0c],[00],[c6],[53],[00],[02],[5f]
[01],[00],[00],[c6],[43],[02],[01],[6b]
[03],[0d],[00],[c7],[54],[ff],[02],[5f]
[01],[00],[00],[c7],[43],[02],[01],[6b]
[03],[0c],[00],[c8],[54],[ff],[02],[5e]
[01],[ff],[00],[c8],[43],[02],[01],[6b]
[03],[0c],[00],[c9],[54],[00],[02],[5f]
[01],[00],[00],[c9],[43],[02],[00],[6b]
[03],[0d],[00],[ca],[53],[00],[01],[5f]
[01],[00],[00],[ca],[43],[02],[00],[6b]
[03],[0d],[00],[cb],[54],[00],[02],[5e]
[01],[ff],[00],[cb],[43],[02],[01],[6b]
[03],[0c],[00],[cc],[54],[00],[02],[5e]
[01],[ff],[00],[cc],[43],[02],[01],[6b]
[03],[0c],[00],[cd],[54],[00],[02],[5e]
[01],[ff],[00],[cd],[43],[02],[01],[6b]
[03],[0b],[00],[ce],[54],[00],[02],[5e]
[01],[00],[00],[ce],[43],[02],[01],[6b]
[03],[0c],[00],[cf],[54],[ff],[02],[5f]
[01],[00],[00],[cf],[43],[02],[00],[6b]
[03],[0d],[00],[d0],[54],[00],[02],[5e]
[01],[ff],[00],[d0],[43],[02],[00],[6b]
[03],[0c],[00],[d1],[54],[ff],[02],[5e]
[01],[ff],[00],[d1],[43],[02],[00],[6b]
[03],[0c],[00],[d2],[55],[00],[02],[5e]
[01],[00],[00],[d2],[43],[02],[00],[6b]
[03],[0c],[00],[d3],[54],[00],[02],[5f]
[01],[ff],[00],[d3],[43],[02],[00],[6b]
[03],[0c],[00],[d4],[53],[ff],[02],[5f]
[01],[ff],[00],[d4],[43],[02],[00],[6b]
[03],[0c],[00],[d5],[53],[ff],[02],[5f]
[01],[ff],[00],[d5],[43],[02],[01],[6b]
[03],[0c],[00],[d6],[52],[ff],[02],[60]
[01],[00],[00],[d6],[43],[02],[01],[6b]
[03],[0c],[00],[d7],[53],[00],[02],[60]
[01],[00],[00],[d7],[43],[02],[01],[6b]
[03],[0c],[00],[d8],[52],[ff],[02],[60]
[03],[0d],[00],[d9],[51],[ff],[02],[60]
[01],[00],[FF],[d8],[00],[00],[00],[00]
[01],[00],[00],[d9],[43],[02],[01],[6b]
[03],[0c],[00],[da],[51],[ff],[02],[61]
[01],[ff],[00],[da],[43],[02],[00],[6b]
[03],[0d],[00],[db],[52],[ff],[02],[60]
[01],[ff],[00],[db],[43],[02],[00],[6b]
[03],[0c],[00],[dc],[53],[fe],[02],[5f]
[01],[00],[00],[dc],[43],[02],[01],[6b]
[03],[0d],[00],[dd],[52],[ff],[02],[60]
[01],[00],[00],[dd],[43],[02],[00],[6b]
[03],[0d],[00],[de],[53],[00],[01],[5f]
[01],[00],[00],[de],[43],[02],[01],[6b]
[03],[0c],[00],[df],[53],[ff],[02],[5f]
[01],[00],[00],[df],[43],[02],[00],[6b]
[03],[0c],[00],[e0],[53],[ff],[01],[5f]
[01],[00],[00],[e0],[43],[02],[00],[6b]
[03],[0e],[00],[e1],[54],[ff],[02],[5e]
[01],[ff],[00],[e1],[42],[02],[01],[6b]
[03],[0c],[00],[e2],[54],[ff],[02],[5e]
[01],[00],[00],[e2],[43],[02],[00],[6b]
[03],[0c],[00],[e3],[55],[ff],[02],[5d]
[01],[00],[00],[e3],[42],[02],[00],[6b]
[03],[0d],[00],[e4],[55],[00],[01],[5d]
[01],[00],[00],[e4],[42],[02],[00],[6b]
[03],[0c],[00],[e5],[55],[ff],[01],[5d]
[01],[ff],[00],[e5],[42],[02],[00],[6b]
[03],[0d],[00],[e6],[55],[ff],[02],[5d]
[01],[ff],[00],[e6],[42],[02],[00],[6b]
[03],[0c],[00],[e7],[55],[ff],[02],[5e]
[01],[ff],[00],[e7],[42],[02],[00],[6b]
[03],[0d],[00],[e8],[55],[ff],[02],[5d]
[01],[ff],[00],[e8],[42],[02],[00],[6b]
[03],[0c],[00],[e9],[56],[ff],[02],[5d]
[01],[ff],[00],[e9],[42],[02],[00],[6b]
[03],[0d],[00],[ea],[55],[00],[02],[5d]
[01],[00],[00],[ea],[42],[02],[00],[6b]
[03],[0c],[00],[eb],[56],[ff],[02],[5d]
[01],[00],[00],[eb],[42],[02],[00],[6b]
[03],[0c],[00],[ec],[57],[ff],[02],[5c]
[01],[ff],[00],[ec],[42],[02],[01],[6b]
[03],[0d],[00],[ed],[57],[ff],[02],[5b]
[01],[ff],[00],[ed],[42],[02],[00],[6c]
[03],[0d],[00],[ee],[57],[ff],[02],[5b]
[01],[ff],[00],[ee],[42],[02],[00],[6c]
[03],[0d],[00],[ef],[57],[00],[02],[5b]
[01],[ff],[00],[ef],[42],[02],[00],[6c]
[03],[0e],[00],[f0],[57],[ff],[02],[5b]
[01],[ff],[00],[f0],[42],[02],[00],[6c]
[03],[0d],[00],[f1],[56],[ff],[02],[5c]
[01],[00],[00],[f1],[42],[02],[00],[6c]
[03],[0d],[00],[f2],[57],[ff],[02],[5c]
[01],[ff],[00],[f2],[42],[02],[00],[6c]
[01],[ff],[00],[f3],[42],[02],[01],[6c]
[03],[00],[FF],[f3],[00],[00],[00],[00]
[03],[0c],[00],[f4],[57],[ff],[02],[5b]
[01],[ff],[00],[f4],[42],[02],[01],[6c]
[03],[0c],[00],[f5],[57],[fe],[02],[5b]
[01],[00],[00],[f5],[42],[02],[00],[6c]
[03],[0d],[00],[f6],[57],[fe],[02],[5c]
[01],[ff],[00],[f6],[42],[02],[00],[6c]
[03],[0d],[00],[f7],[57],[fe],[03],[5c]
[01],[00],[00],[f7],[42],[02],[00],[6c]
[03],[0c],[00],[f8],[56],[ff],[03],[5c]
[01],[ff],[00],[f8],[42],[02],[01],[6c]
[03],[0d],[00],[f9],[56],[ff],[03],[5c]
[01],[ff],[00],[f9],[42],[02],[01],[6c]
[01],[ff],[00],[fa],[42],[02],[01],[6c]
