DevID,B,C,nthvalue,1,2,3,4
 [01],[00],[00],39,[16],[45],[af],[40]
 [02],[00],[00],27,[62],[03],[c4],[cd]
 [03],[00],[00],51,[e8],[44],[56],[38]
 [01],[00],[00],40,[16],[45],[af],[40]
 [02],[00],[00],28,[62],[03],[c4],[cd]
 [03],[00],[00],52,[e8],[44],[56],[38]
 [02],[00],[00],29,[62],[03],[c3],[cd]
 [01],[00],[00],41,[16],[45],[b0],[40]
 [03],[00],[00],53,[e8],[44],[56],[39]
 [01],[00],[00],42,[16],[45],[af],[40]
 [02],[00],[00],30,[62],[03],[c3],[cd]
 [03],[00],[00],54,[e8],[44],[56],[38]
 [01],[00],[00],43,[16],[45],[b0],[40]
 [02],[00],[00],31,[62],[03],[c3],[cd]
 [03],[00],[00],55,[e8],[44],[56],[38]
 [01],[00],[00],44,[16],[45],[af],[40]
 [02],[00],[00],32,[61],[03],[c2],[cd]
 [03],[00],[00],56,[e8],[44],[56],[38]
 [02],[00],[00],33,[61],[03],[c2],[cd]
 [01],[00],[00],45,[16],[45],[af],[40]
 [03],[00],[00],57,[e8],[44],[56],[38]
 [01],[00],[00],46,[16],[45],[af],[40]
 [02],[00],[00],34,[61],[03],[c2],[cd]
 [03],[00],[00],58,[e8],[44],[56],[39]
 [01],[00],[00],47,[15],[45],[af],[40]
 [02],[00],[00],35,[61],[03],[c3],[cd]
 [03],[00],[00],59,[e8],[44],[56],[39]
 [01],[00],[00],48,[15],[46],[af],[40]
 [03],[00],[00],60,[e8],[44],[56],[39]
 [01],[00],[00],49,[16],[46],[af],[40]
 [02],[00],[00],37,[62],[03],[c3],[cd]
 [01],[00],[00],50,[15],[46],[af],[40]
 [03],[00],[00],62,[e8],[44],[56],[39]
 [01],[00],[00],51,[15],[46],[af],[40]
 [02],[00],[00],39,[62],[03],[c3],[cd]
 [03],[00],[00],63,[e8],[44],[56],[39]
 [01],[00],[00],52,[15],[46],[af],[40]
 [03],[00],[00],64,[e8],[44],[56],[39]
 [02],[00],[00],40,[62],[03],[c4],[cd]
 [03],[00],[00],65,[e8],[44],[56],[39]
 [01],[00],[00],53,[16],[46],[af],[40]
 [02],[00],[00],41,[62],[03],[c4],[cc]
 [01],[00],[00],54,[15],[45],[af],[40]
 [02],[00],[00],42,[62],[03],[c4],[cd]
 [03],[00],[00],66,[e8],[44],[56],[39]
 [01],[00],[00],55,[15],[46],[af],[40]
 [02],[00],[00],43,[62],[03],[c4],[cd]
 [03],[00],[00],67,[e8],[44],[56],[39]
 [01],[00],[00],56,[15],[46],[af],[40]
 [03],[00],[00],68,[e8],[44],[56],[39]
 [02],[00],[00],44,[62],[04],[c4],[cd]
 [03],[00],[00],69,[e8],[44],[56],[39]
 [01],[00],[00],57,[15],[46],[b0],[40]
 [02],[00],[00],45,[62],[04],[c4],[cd]
 [01],[00],[00],58,[15],[46],[b0],[40]
 [02],[00],[00],46,[62],[03],[c4],[cd]
 [03],[00],[00],70,[e8],[45],[56],[39]
 [01],[00],[00],59,[15],[46],[b0],[40]
 [03],[00],[00],71,[e8],[45],[56],[39]
 [01],[00],[00],60,[15],[46],[b0],[40]
 [02],[00],[00],47,[62],[03],[c4],[cd]
 [03],[00],[00],72,[e8],[45],[56],[39]
 [02],[00],[00],48,[62],[03],[c3],[cd]
 [01],[00],[00],61,[15],[45],[af],[40]
 [03],[00],[00],73,[e8],[45],[56],[39]
 [01],[00],[00],62,[15],[46],[af],[40]
 [02],[00],[00],50,[62],[04],[c3],[cd]
 [03],[00],[00],74,[e8],[45],[56],[39]
 [01],[00],[00],63,[15],[45],[b0],[41]
 [03],[00],[00],75,[e8],[45],[56],[39]
 [01],[00],[00],64,[15],[45],[b0],[41]
 [02],[00],[00],51,[62],[04],[c3],[cd]
 [03],[00],[00],76,[e8],[45],[56],[39]
 [02],[00],[00],52,[61],[04],[c2],[cd]
 [03],[00],[00],77,[e8],[45],[56],[39]
 [01],[00],[00],65,[15],[45],[b0],[41]
 [02],[00],[00],53,[61],[04],[c2],[cd]
 [03],[00],[00],78,[e8],[45],[56],[39]
 [01],[00],[00],66,[15],[45],[b0],[41]
 [01],[00],[00],67,[15],[45],[b0],[41]
 [02],[00],[00],54,[61],[04],[c2],[cd]
 [03],[00],[00],79,[e8],[45],[56],[39]
 [02],[00],[00],55,[61],[04],[c2],[cd]
 [03],[00],[00],80,[e8],[45],[56],[39]
 [01],[00],[00],68,[15],[45],[b0],[41]
 [02],[00],[00],56,[61],[04],[c2],[cd]
 [03],[00],[00],81,[e8],[45],[56],[39]
 [01],[00],[00],69,[15],[45],[af],[41]
 [02],[00],[00],57,[61],[04],[c2],[cc]
 [03],[00],[00],82,[e8],[45],[56],[39]
 [01],[00],[00],70,[15],[45],[af],[41]
 [01],[00],[00],71,[15],[45],[af],[41]
 [02],[00],[00],58,[61],[04],[c2],[cc]
 [02],[00],[00],59,[61],[04],[c3],[cd]
 [03],[00],[00],84,[e8],[45],[56],[39]
 [01],[00],[00],72,[14],[45],[af],[40]
 [02],[00],[00],60,[62],[04],[c3],[cd]
 [03],[00],[00],85,[e8],[45],[56],[39]
 [01],[00],[00],73,[14],[45],[af],[40]
 [01],[00],[00],74,[14],[45],[af],[40]
 [02],[00],[00],61,[62],[04],[c3],[cd]
 [01],[00],[00],75,[14],[45],[af],[41]
 [02],[00],[00],62,[62],[04],[c3],[cd]
 [03],[00],[00],87,[e9],[45],[56],[39]
 [02],[00],[00],63,[62],[04],[c4],[cd]
 [03],[00],[00],88,[e9],[45],[56],[39]
 [01],[00],[00],76,[14],[45],[af],[41]
 [02],[00],[00],64,[62],[04],[c4],[cd]
 [03],[00],[00],89,[e9],[45],[56],[39]
 [01],[00],[00],77,[14],[45],[af],[41]
 [03],[00],[00],90,[e9],[45],[56],[39]
 [01],[00],[00],78,[14],[45],[af],[41]
 [02],[00],[00],65,[62],[03],[c4],[cd]
 [01],[00],[00],79,[14],[45],[af],[41]
 [02],[00],[00],66,[62],[03],[c4],[cd]
 [03],[00],[00],91,[e9],[45],[56],[39]
 [02],[00],[00],67,[62],[03],[c4],[cd]
 [03],[00],[00],92,[e9],[45],[56],[39]
 [01],[00],[00],80,[14],[45],[af],[41]
 [03],[00],[00],93,[e9],[45],[56],[39]
 [01],[00],[00],81,[14],[45],[af],[41]
 [02],[00],[00],68,[62],[03],[c3],[cd]
 [03],[00],[00],94,[e9],[45],[56],[39]
 [01],[00],[00],82,[14],[45],[af],[41]
 [02],[00],[00],69,[62],[03],[c3],[cc]
 [01],[00],[00],83,[15],[45],[af],[41]
 [02],[00],[00],70,[61],[03],[c3],[cc]
 [02],[00],[00],71,[61],[04],[c2],[cc]
 [03],[00],[00],96,[e9],[45],[56],[39]
 [01],[00],[00],84,[15],[45],[af],[41]
 [03],[00],[00],97,[e9],[45],[56],[39]
 [02],[00],[00],72,[61],[04],[c2],[cc]
 [03],[00],[00],98,[e9],[45],[56],[39]
 [01],[FF],,85,[00],[00],[00],[00]
 [01],[00],[00],86,[15],[45],[af],[41]
 [02],[00],[00],73,[61],[04],[c2],[cc]
 [03],[00],[00],99,[e9],[45],[56],[39]
 [02],[00],[00],74,[61],[04],[c2],[cc]
 [03],[00],[00],100,[e9],[45],[56],[39]
 [01],[FF],,87,[00],[00],[00],[00]
 [01],[00],[00],88,[15],[45],[af],[41]
 [02],[00],[00],75,[62],[04],[c3],[cd]
 [03],[00],[00],101,[e9],[45],[56],[39]
 [01],[00],[00],89,[15],[45],[af],[41]
 [02],[00],[00],76,[62],[04],[c4],[cd]
 [03],[00],[00],102,[e9],[45],[56],[39]
 [01],[00],[00],90,[15],[45],[af],[41]
 [02],[00],[00],77,[63],[03],[c4],[cd]
 [03],[00],[00],103,[e9],[45],[56],[39]
 [01],[00],[00],91,[15],[45],[b0],[41]
 [02],[00],[00],78,[63],[03],[c4],[cd]
 [03],[00],[00],104,[e9],[45],[56],[38]
 [01],[00],[00],92,[15],[45],[b0],[41]
 [02],[00],[00],79,[63],[03],[c4],[cd]
 [03],[00],[00],105,[e9],[45],[56],[39]
 [01],[00],[00],93,[15],[45],[b0],[41]
 [02],[00],[00],80,[62],[04],[c4],[cd]
 [03],[00],[00],106,[e9],[45],[56],[39]
 [01],[00],[00],94,[15],[45],[b0],[41]
 [02],[00],[00],81,[62],[03],[c4],[cd]
 [03],[00],[00],107,[e9],[45],[56],[39]
 [01],[00],[00],95,[15],[45],[af],[41]
 [02],[00],[00],82,[62],[03],[c3],[cc]
 [01],[00],[00],96,[15],[45],[af],[40]
 [03],[00],[00],109,[e9],[45],[56],[39]
 [01],[00],[00],97,[15],[45],[af],[41]
 [02],[00],[00],84,[61],[04],[c2],[cc]
 [03],[00],[00],110,[e9],[45],[56],[39]
 [01],[00],[00],98,[15],[45],[af],[41]
 [02],[00],[00],85,[61],[03],[c2],[cc]
 [03],[00],[00],111,[e9],[45],[56],[39]
 [03],[00],[00],112,[e9],[45],[56],[39]
 [01],[00],[00],99,[15],[45],[af],[41]
 [02],[00],[00],86,[61],[03],[c2],[cc]
 [01],[00],[00],100,[15],[45],[af],[40]
 [02],[00],[00],87,[61],[03],[c3],[cc]
 [03],[00],[00],113,[e9],[45],[56],[39]
 [01],[00],[00],101,[15],[45],[af],[40]
 [02],[00],[00],88,[62],[04],[c3],[cd]
 [03],[00],[00],114,[e9],[45],[56],[39]
 [01],[00],[00],102,[15],[45],[af],[40]
 [03],[00],[00],115,[e9],[45],[56],[39]
 [02],[00],[00],89,[62],[04],[c3],[cd]
 [03],[00],[00],116,[e9],[45],[56],[39]
 [01],[00],[00],103,[15],[45],[af],[40]
 [02],[00],[00],90,[62],[04],[c4],[cd]
 [01],[00],[00],104,[15],[45],[af],[40]
 [02],[00],[00],91,[62],[04],[c4],[cd]
 [01],[00],[00],105,[15],[45],[af],[41]
 [02],[00],[00],92,[62],[04],[c4],[cd]
 [01],[00],[00],106,[15],[45],[af],[41]
 [03],[00],[00],119,[e9],[45],[56],[39]
 [02],[00],[00],93,[62],[04],[c4],[cd]
 [03],[00],[00],120,[e9],[45],[56],[39]
 [01],[00],[00],107,[15],[45],[af],[41]
 [02],[00],[00],94,[63],[03],[c4],[cd]
 [01],[00],[00],108,[15],[45],[af],[40]
 [02],[00],[00],95,[62],[04],[c4],[cd]
 [01],[00],[00],109,[15],[45],[af],[40]
 [03],[00],[00],122,[e9],[45],[56],[39]
 [01],[00],[00],110,[15],[45],[af],[40]
 [02],[00],[00],96,[62],[03],[c4],[cd]
 [03],[00],[00],123,[e9],[45],[56],[39]
 [02],[00],[00],97,[62],[03],[c4],[cd]
 [03],[00],[00],124,[e9],[45],[56],[39]
 [02],[00],[00],98,[62],[04],[c3],[cd]
 [03],[00],[00],125,[e9],[45],[56],[39]
 [01],[FF],,111,[00],[00],[00],[00]
 [01],[00],[00],112,[15],[45],[af],[41]
 [02],[00],[00],99,[61],[04],[c3],[cc]
 [01],[00],[00],113,[15],[45],[af],[41]
 [03],[00],[00],126,[e9],[45],[56],[39]
 [01],[00],[00],114,[15],[45],[af],[41]
 [02],[00],[00],100,[61],[04],[c2],[cc]
 [03],[00],[00],127,[e9],[45],[56],[39]
 [02],[00],[00],101,[61],[04],[c2],[cc]
 [03],[00],[00],128,[e9],[45],[56],[39]
 [01],[00],[00],115,[15],[45],[af],[41]
 [02],[00],[00],102,[61],[04],[c2],[cc]
 [01],[00],[00],116,[15],[45],[af],[41]
 [01],[00],[00],117,[15],[45],[af],[41]
 [02],[00],[00],103,[61],[04],[c2],[cc]
 [03],[00],[00],130,[e9],[45],[56],[39]
 [01],[00],[00],118,[15],[45],[af],[41]
 [02],[00],[00],104,[61],[04],[c2],[cc]
 [03],[00],[00],131,[e9],[45],[56],[39]
 [02],[00],[00],105,[61],[04],[c2],[cc]
 [03],[00],[00],132,[e9],[45],[56],[39]
 [01],[00],[00],119,[15],[45],[af],[41]
 [03],[00],[00],133,[e9],[45],[56],[39]
 [01],[00],[00],120,[15],[45],[af],[40]
 [02],[00],[00],106,[61],[03],[c2],[cc]
 [01],[00],[00],121,[15],[45],[af],[40]
 [02],[00],[00],107,[61],[03],[c2],[cc]
 [03],[00],[00],134,[e9],[44],[56],[39]
 [02],[00],[00],108,[62],[03],[c3],[cd]
 [03],[00],[00],135,[e9],[44],[56],[39]
 [01],[00],[00],122,[15],[45],[af],[40]
 [02],[00],[00],109,[62],[03],[c3],[cd]
 [03],[00],[00],136,[e9],[45],[56],[39]
 [01],[00],[00],123,[15],[45],[af],[40]
 [03],[00],[00],137,[e9],[44],[56],[39]
 [01],[00],[00],124,[14],[45],[af],[40]
 [02],[00],[00],110,[62],[04],[c3],[cd]
 [01],[00],[00],125,[15],[45],[af],[40]
 [02],[00],[00],112,[61],[03],[c3],[cd]
 [03],[00],[00],139,[e9],[44],[56],[39]
 [01],[00],[00],126,[14],[45],[af],[41]
 [03],[00],[00],140,[e9],[45],[56],[39]
 [02],[00],[00],113,[61],[03],[c2],[cd]
 [03],[00],[00],141,[e9],[45],[56],[39]
 [01],[FF],,127,[00],[00],[00],[00]
 [01],[00],[00],128,[15],[45],[af],[41]
 [02],[00],[00],114,[61],[03],[c3],[cd]
 [03],[00],[00],142,[e9],[45],[56],[39]
 [01],[00],[00],129,[15],[45],[af],[41]
 [02],[00],[00],115,[62],[03],[c3],[cd]
 [02],[00],[00],116,[62],[03],[c3],[cd]
 [03],[00],[00],143,[e9],[45],[56],[39]
 [01],[00],[00],130,[15],[45],[af],[41]
 [03],[00],[00],144,[e9],[45],[56],[39]
 [01],[00],[00],131,[15],[45],[af],[41]
 [02],[00],[00],117,[62],[03],[c3],[cd]
 [03],[00],[00],145,[e9],[45],[56],[39]
 [01],[00],[00],132,[15],[45],[af],[41]
 [02],[00],[00],118,[62],[03],[c3],[cd]
 [03],[00],[00],146,[e9],[45],[56],[39]
 [01],[00],[00],133,[15],[45],[af],[41]
 [02],[00],[00],119,[62],[03],[c3],[cd]
 [03],[00],[00],147,[e9],[45],[56],[39]
 [01],[00],[00],134,[15],[45],[af],[41]
 [02],[00],[00],120,[62],[03],[c3],[cd]
 [01],[00],[00],135,[15],[45],[af],[41]
 [03],[00],[00],149,[e9],[45],[56],[39]
 [01],[00],[00],136,[14],[45],[af],[41]
 [02],[00],[00],122,[62],[03],[c3],[cd]
 [03],[00],[00],150,[e9],[45],[56],[39]
 [01],[00],[00],137,[14],[45],[af],[41]
 [02],[00],[00],123,[62],[03],[c3],[cd]
 [03],[00],[00],151,[e9],[45],[56],[39]
 [01],[00],[00],138,[14],[45],[af],[41]
 [02],[00],[00],124,[62],[03],[c3],[cd]
 [03],[00],[00],152,[e9],[45],[56],[39]
 [01],[00],[00],139,[14],[45],[af],[41]
 [02],[00],[00],125,[62],[03],[c3],[cd]
 [03],[00],[00],153,[e9],[45],[56],[39]
 [01],[00],[00],140,[14],[45],[af],[41]
 [02],[00],[00],126,[62],[03],[c3],[cd]
 [03],[00],[00],154,[e9],[45],[56],[39]
 [01],[00],[00],141,[14],[45],[af],[41]
 [03],[00],[00],155,[e9],[45],[56],[39]
 [02],[00],[00],127,[62],[03],[c3],[cd]
 [01],[00],[00],142,[14],[45],[af],[41]
 [02],[00],[00],128,[62],[03],[c4],[cd]
 [03],[00],[00],156,[e9],[45],[56],[39]
 [01],[00],[00],143,[14],[45],[af],[40]
 [02],[00],[00],129,[62],[03],[c4],[cd]
 [03],[00],[00],157,[e9],[45],[56],[39]
 [01],[00],[00],144,[14],[45],[af],[41]
 [02],[00],[00],130,[62],[03],[c4],[cd]
 [03],[00],[00],158,[e9],[45],[56],[39]
 [01],[00],[00],145,[14],[45],[af],[41]
 [03],[00],[00],159,[e9],[45],[56],[39]
 [02],[00],[00],131,[62],[03],[c3],[cd]
 [01],[00],[00],146,[14],[45],[af],[40]
 [03],[00],[00],160,[e9],[45],[56],[39]
 [01],[00],[00],147,[14],[45],[af],[40]
 [02],[00],[00],133,[62],[03],[c3],[cd]
 [03],[00],[00],161,[e9],[45],[56],[39]
 [01],[00],[00],148,[14],[45],[af],[40]
 [03],[00],[00],162,[e9],[45],[56],[39]
 [02],[00],[00],134,[62],[03],[c3],[cd]
 [01],[00],[00],149,[14],[45],[af],[40]
 [02],[00],[00],135,[62],[03],[c3],[cd]
 [01],[00],[00],150,[14],[45],[af],[41]
 [02],[00],[00],136,[62],[04],[c3],[cd]
 [03],[00],[00],164,[e9],[45],[56],[39]
 [01],[00],[00],151,[14],[45],[af],[40]
 [02],[00],[00],137,[62],[03],[c3],[cd]
 [03],[00],[00],165,[e9],[45],[56],[39]
 [01],[00],[00],152,[14],[45],[af],[40]
 [03],[00],[00],166,[e9],[45],[56],[39]
 [02],[00],[00],138,[62],[03],[c3],[cd]
 [03],[00],[00],167,[e9],[45],[56],[39]
 [01],[00],[00],153,[14],[45],[af],[40]
 [02],[00],[00],139,[62],[03],[c3],[cd]
 [01],[00],[00],154,[14],[45],[af],[40]
 [02],[00],[00],140,[62],[03],[c3],[cd]
 [03],[00],[00],168,[e9],[45],[56],[39]
 [01],[00],[00],155,[14],[45],[af],[40]
 [03],[00],[00],169,[e9],[45],[56],[39]
 [01],[00],[00],156,[14],[45],[af],[40]
 [02],[00],[00],141,[62],[03],[c3],[cd]
 [03],[00],[00],170,[e9],[44],[56],[39]
 [02],[00],[00],142,[62],[03],[c3],[cd]
 [03],[00],[00],171,[e9],[44],[56],[39]
 [01],[00],[00],157,[14],[45],[af],[40]
 [02],[00],[00],143,[62],[03],[c3],[cd]
 [03],[00],[00],172,[e9],[45],[56],[39]
 [01],[00],[00],158,[14],[45],[af],[40]
 [02],[00],[00],144,[62],[03],[c3],[cd]
 [01],[00],[00],159,[14],[45],[af],[40]
 [03],[00],[00],173,[e9],[45],[56],[39]
 [01],[00],[00],160,[14],[45],[af],[40]
 [02],[00],[00],145,[62],[03],[c3],[cd]
 [03],[00],[00],174,[e9],[45],[56],[39]
 [02],[00],[00],146,[62],[03],[c3],[cd]
 [03],[00],[00],175,[e9],[45],[56],[39]
 [01],[00],[00],161,[14],[45],[af],[40]
 [02],[00],[00],147,[62],[03],[c3],[cd]
 [03],[00],[00],176,[e9],[45],[56],[39]
 [01],[00],[00],162,[14],[45],[af],[40]
 [01],[00],[00],163,[14],[45],[af],[40]
 [02],[00],[00],148,[62],[03],[c3],[cd]
 [03],[00],[00],177,[e9],[45],[56],[39]
 [01],[00],[00],164,[14],[45],[af],[41]
 [02],[00],[00],149,[62],[03],[c3],[cd]
 [03],[00],[00],178,[e9],[44],[56],[39]
 [02],[00],[00],150,[62],[03],[c3],[cd]
 [03],[00],[00],179,[e9],[45],[56],[39]
 [01],[00],[00],165,[13],[45],[af],[41]
 [01],[00],[00],166,[13],[45],[af],[40]
 [03],[00],[00],180,[e9],[45],[56],[39]
 [01],[00],[00],167,[13],[45],[af],[40]
 [02],[00],[00],152,[62],[03],[c3],[cd]
 [03],[00],[00],181,[e9],[45],[56],[39]
 [01],[00],[00],168,[13],[45],[af],[40]
 [02],[00],[00],153,[62],[03],[c3],[cd]
 [03],[00],[00],182,[e9],[45],[56],[39]
 [02],[00],[00],154,[62],[03],[c3],[cd]
 [03],[00],[00],183,[e9],[45],[56],[39]
 [01],[00],[00],169,[13],[45],[af],[40]
 [03],[00],[00],184,[e9],[45],[56],[39]
 [01],[00],[00],170,[13],[45],[af],[40]
 [02],[00],[00],155,[62],[03],[c3],[cd]
 [03],[00],[00],185,[e9],[45],[56],[39]
 [01],[00],[00],171,[13],[45],[af],[40]
 [02],[00],[00],156,[62],[03],[c3],[cd]
 [01],[00],[00],172,[13],[45],[af],[40]
 [02],[00],[00],157,[62],[03],[c3],[cd]
 [03],[00],[00],186,[e9],[45],[56],[39]
 [02],[00],[00],158,[62],[03],[c3],[cd]
 [03],[00],[00],187,[e9],[45],[56],[39]
 [01],[00],[00],173,[14],[45],[af],[40]
 [03],[00],[00],188,[e9],[45],[56],[39]
 [01],[00],[00],174,[13],[45],[af],[40]
 [02],[00],[00],159,[62],[04],[c3],[cd]
 [03],[00],[00],189,[e9],[45],[56],[39]
 [01],[00],[00],175,[14],[45],[af],[40]
 [02],[00],[00],160,[62],[04],[c3],[cd]
 [03],[00],[00],190,[e9],[45],[56],[39]
 [01],[00],[00],176,[13],[45],[af],[40]
 [03],[00],[00],191,[e9],[45],[56],[39]
 [01],[00],[00],177,[14],[45],[af],[40]
 [02],[00],[00],162,[62],[04],[c3],[cd]
 [03],[00],[00],192,[e9],[45],[56],[39]
 [01],[00],[00],178,[14],[45],[af],[41]
 [02],[00],[00],163,[62],[04],[c3],[cd]
 [03],[00],[00],193,[e9],[45],[56],[39]
 [01],[00],[00],179,[14],[45],[af],[40]
 [02],[00],[00],164,[62],[03],[c3],[cd]
 [02],[00],[00],165,[62],[04],[c3],[cd]
 [03],[00],[00],194,[e9],[45],[56],[39]
 [01],[00],[00],180,[14],[45],[af],[40]
 [03],[00],[00],195,[e9],[45],[56],[39]
 [02],[00],[00],166,[62],[04],[c3],[cd]
 [03],[00],[00],196,[e9],[45],[56],[39]
 [01],[FF],,181,[00],[00],[00],[00]
 [01],[00],[00],182,[14],[45],[af],[40]
 [02],[00],[00],167,[62],[03],[c3],[cd]
 [03],[00],[00],197,[e9],[45],[56],[39]
 [01],[00],[00],183,[14],[45],[af],[40]
 [02],[00],[00],168,[62],[04],[c3],[cd]
 [03],[00],[00],198,[e9],[45],[56],[39]
 [01],[00],[00],184,[14],[45],[af],[40]
 [02],[00],[00],169,[62],[03],[c3],[cd]
 [03],[00],[00],199,[e9],[45],[56],[39]
 [01],[00],[00],185,[14],[45],[af],[40]
 [02],[00],[00],170,[62],[03],[c3],[ce]
 [03],[00],[00],200,[e9],[45],[56],[39]
 [01],[00],[00],186,[14],[45],[af],[40]
 [02],[00],[00],171,[62],[03],[c3],[cd]
 [03],[00],[00],201,[e9],[45],[56],[39]
 [01],[00],[00],187,[14],[45],[af],[40]
 [02],[00],[00],172,[62],[03],[c3],[cd]
 [03],[00],[00],202,[e9],[45],[56],[39]
 [01],[00],[00],188,[14],[45],[af],[40]
 [02],[00],[00],173,[62],[03],[c3],[cd]
 [03],[00],[00],203,[e9],[45],[56],[39]
 [01],[00],[00],189,[14],[45],[af],[40]
 [02],[00],[00],174,[62],[04],[c3],[cd]
 [03],[00],[00],204,[e9],[45],[56],[39]
 [01],[00],[00],190,[14],[45],[af],[40]
 [02],[00],[00],175,[62],[04],[c3],[cd]
 [03],[00],[00],205,[e9],[45],[56],[39]
 [01],[00],[00],191,[14],[45],[af],[40]
 [03],[00],[00],206,[e9],[45],[56],[39]
 [02],[00],[00],176,[62],[04],[c3],[cd]
 [01],[00],[00],192,[13],[45],[af],[41]
 [02],[00],[00],177,[62],[04],[c3],[cd]
 [03],[00],[00],207,[e9],[45],[56],[39]
 [01],[00],[00],193,[14],[45],[af],[41]
 [02],[00],[00],178,[62],[04],[c3],[cd]
 [03],[00],[00],208,[e9],[45],[56],[39]
 [01],[00],[00],194,[14],[45],[af],[41]
 [03],[00],[00],209,[e9],[45],[56],[39]
 [01],[00],[00],195,[14],[45],[af],[41]
 [02],[00],[00],179,[62],[04],[c3],[cd]
 [03],[00],[00],210,[e8],[45],[56],[39]
 [02],[00],[00],180,[62],[04],[c3],[cd]
 [01],[00],[00],196,[14],[45],[af],[41]
 [03],[00],[00],211,[e8],[45],[56],[39]
 [01],[00],[00],197,[14],[45],[af],[41]
 [02],[00],[00],182,[62],[04],[c3],[cd]
 [03],[00],[00],212,[e8],[45],[56],[39]
 [01],[00],[00],198,[14],[45],[af],[41]
 [03],[00],[00],213,[e9],[45],[56],[39]
 [01],[00],[00],199,[14],[45],[af],[41]
 [02],[00],[00],183,[62],[03],[c3],[cd]
 [02],[00],[00],184,[62],[03],[c3],[cd]
 [01],[00],[00],200,[14],[45],[af],[41]
 [02],[00],[00],185,[62],[04],[c3],[cd]
 [01],[00],[00],201,[14],[45],[af],[41]
 [03],[00],[00],216,[e8],[45],[56],[39]
 [01],[00],[00],202,[14],[45],[af],[41]
 [02],[00],[00],186,[62],[03],[c3],[cd]
 [03],[00],[00],217,[e8],[45],[56],[39]
 [02],[00],[00],187,[63],[03],[c4],[cd]
 [03],[00],[00],218,[e8],[45],[56],[39]
 [01],[00],[00],203,[14],[45],[af],[41]
 [02],[00],[00],188,[63],[03],[c4],[cd]
 [01],[FF],,204,[00],[00],[00],[00]
 [01],[00],[00],205,[14],[45],[af],[41]
 [03],[00],[00],220,[e8],[45],[56],[39]
 [01],[00],[00],206,[14],[45],[af],[41]
 [02],[00],[00],190,[63],[03],[c4],[cd]
 [03],[00],[00],221,[e8],[45],[56],[39]
 [02],[00],[00],191,[63],[03],[c4],[cd]
 [01],[00],[00],207,[14],[45],[af],[41]
 [02],[00],[00],192,[62],[03],[c4],[cd]
 [03],[00],[00],223,[e8],[45],[56],[39]
 [01],[00],[00],208,[14],[45],[af],[41]
 [01],[00],[00],209,[14],[45],[af],[41]
 [02],[00],[00],193,[62],[03],[c4],[cd]
 [03],[00],[00],224,[e8],[45],[56],[38]
 [01],[00],[00],210,[15],[45],[af],[41]
 [02],[00],[00],194,[62],[04],[c3],[cd]
 [03],[00],[00],225,[e8],[45],[56],[39]
 [02],[00],[00],195,[62],[04],[c3],[cd]
 [03],[00],[00],226,[e8],[45],[56],[39]
 [02],[00],[00],196,[62],[04],[c3],[cd]
 [01],[FF],,212,[00],[00],[00],[00]
 [01],[FF],,211,[00],[00],[00],[00]
 [01],[FF],,212,[00],[00],[00],[00]
 [01],[00],[00],213,[15],[44],[af],[41]
 [02],[00],[00],197,[62],[04],[c3],[cd]
 [03],[00],[00],228,[e9],[45],[56],[39]
 [01],[00],[00],214,[15],[44],[af],[41]
 [02],[00],[00],198,[61],[04],[c2],[cd]
 [03],[00],[00],229,[e9],[45],[56],[39]
 [02],[00],[00],199,[61],[04],[c2],[cd]
 [03],[00],[00],230,[e8],[45],[56],[39]
 [01],[00],[00],215,[15],[44],[af],[41]
 [03],[00],[00],231,[e8],[45],[56],[39]
 [01],[00],[00],216,[15],[44],[af],[41]
 [02],[00],[00],200,[61],[04],[c2],[cd]
 [03],[00],[00],232,[e8],[45],[56],[39]
 [01],[00],[00],217,[15],[44],[af],[41]
 [02],[00],[00],201,[61],[04],[c2],[cd]
 [01],[00],[00],218,[15],[44],[af],[41]
 [02],[00],[00],203,[61],[04],[c2],[cd]
 [03],[00],[00],234,[e8],[45],[56],[38]
 [01],[00],[00],219,[15],[44],[af],[41]
 [03],[00],[00],235,[e9],[45],[56],[38]
 [01],[00],[00],220,[15],[44],[af],[41]
 [02],[00],[00],204,[61],[04],[c2],[cd]
 [03],[00],[00],236,[e9],[45],[56],[38]
 [01],[00],[00],221,[14],[44],[af],[41]
 [01],[00],[00],222,[15],[45],[af],[41]
 [03],[00],[00],237,[e9],[45],[56],[38]
 [03],[00],[00],238,[e9],[45],[56],[38]
 [01],[00],[00],223,[15],[44],[af],[41]
 [02],[00],[00],207,[62],[03],[c3],[cd]
 [03],[00],[00],239,[e9],[45],[56],[38]
 [01],[00],[00],224,[15],[44],[af],[41]
 [02],[00],[00],208,[62],[03],[c4],[cd]
 [03],[00],[00],240,[e9],[45],[56],[38]
 [01],[00],[00],225,[15],[44],[af],[41]
 [02],[00],[00],209,[63],[03],[c4],[cd]
 [03],[00],[00],241,[e9],[45],[56],[38]
 [01],[00],[00],226,[15],[45],[af],[41]
 [03],[00],[00],242,[e9],[45],[56],[38]
 [01],[00],[00],227,[14],[45],[af],[41]
 [02],[00],[00],211,[63],[04],[c4],[cd]
 [03],[00],[00],243,[e9],[45],[56],[38]
 [01],[00],[00],228,[15],[45],[af],[41]
 [02],[00],[00],212,[63],[03],[c4],[cd]
 [03],[00],[00],244,[e9],[45],[56],[38]
